iter	Passed	Remaining
1668	25178	4993
1669	25205	4980
1670	25218	4965
1671	25235	4950
1672	25248	4935
1673	25262	4919
1674	25277	4904
1675	25292	4889
1676	25307	4874
1677	25324	4859
1678	25341	4844
1679	25355	4829
1680	25369	4814
1681	25386	4799
1682	25401	4784
1683	25417	4769
1684	25431	4754
1685	25446	4739
1686	25459	4723
1687	25474	4708
1688	25490	4693
1689	25506	4678
1690	25520	4663
1691	25535	4648
1692	25550	4633
1693	25564	4617
1694	25578	4602
1695	25593	4587
1696	25609	4572
1697	25624	4557
1698	25639	4542
1699	25653	4527
1700	25668	4511
1701	25684	4497
1702	25701	4482
1703	25717	4467
1704	25732	4452
1705	25748	4437
1706	25762	4422
1707	25778	4407
1708	25793	4391
1709	25808	4376
1710	25823	4361
1711	25840	4347
1712	25856	4332
1713	25871	4316
1714	25890	4302
1715	25906	4287
1716	25921	4272
1717	25936	4257
1718	25951	4242
1719	25965	4226
1720	25981	4212
1721	25998	4197
1722	26014	4182
1723	26029	4167
1724	26042	4151
1725	26056	4136
1726	26071	4121
1727	26086	4106
1728	26101	4091
1729	26115	4075
1730	26133	4061
1731	26149	4046
1732	26164	4031
1733	26178	4015
1734	26196	4001
1735	26212	3986
1736	26226	3970
1737	26241	3955
1738	26256	3940
1739	26270	3925
1740	26286	3910
1741	26300	3895
1742	26314	3879
1743	26331	3865
1744	26349	3850
1745	26364	3835
1746	26380	3820
1747	26393	3805
1748	26408	3789
1749	26422	3774
1750	26437	3759
1751	26454	3744
1752	26470	3729
1753	26486	3714
1754	26501	3699
1755	26516	3684
1756	26531	3669
1757	26545	3654
1758	26561	3639
1759	26576	3624
1760	26592	3609
1761	26608	3594
1762	26622	3578
1763	26638	3563
1764	26653	3548
1765	26669	3533
1766	26685	3518
1767	26700	3503
1768	26714	3488
1769	26730	3473
1770	26746	3458
1771	26761	3443
1772	26777	3428
1773	26790	3413
1774	26808	3398
1775	26824	3383
1776	26838	3368
1777	26854	3353
1778	26869	3337
1779	26886	3322
1780	26901	3307
1781	26918	3293
1782	26933	3277
1783	26948	3262
1784	26965	3247
1785	26979	3232
1786	26993	3217
1787	27008	3202
1788	27023	3187
1789	27040	3172
1790	27055	3157
1791	27070	3142
1792	27088	3127
1793	27102	3112
1794	27117	3096
1795	27132	3081
1796	27147	3066
1797	27164	3051
1798	27179	3036
1799	27195	3021
1800	27210	3006
1801	27226	2991
1802	27241	2976
1803	27256	2961
1804	27272	2946
1805	27289	2931
1806	27303	2916
1807	27319	2901
1808	27335	2886
1809	27350	2871
1810	27367	2856
1811	27383	2841
1812	27397	2825
1813	27412	2810
1814	27427	2795
1815	27441	2780
1816	27455	2765
1817	27471	2750
1818	27488	2735
1819	27503	2720
1820	27517	2704
1821	27532	2689
1822	27547	2674
1823	27562	2659
1824	27577	2644
1825	27590	2629
1826	27605	2613
1827	27618	2598
1828	27633	2583
1829	27646	2568
1830	27661	2553
1831	27675	2537
1832	27690	2522
1833	27704	2507
1834	27718	2492
1835	27731	2477
1836	27744	2461
1837	27759	2446
1838	27772	2431
1839	27785	2416
1840	27800	2401
1841	27815	2385
1842	27829	2370
1843	27843	2355
1844	27856	2340
1845	27870	2325
1846	27884	2309
1847	27901	2294
1848	27917	2279
1849	27933	2264
1850	27947	2249
1851	27964	2234
1852	27979	2219
1853	27992	2204
1854	28006	2189
1855	28022	2174
1856	28036	2158
1857	28051	2143
1858	28065	2128
1859	28080	2113
1860	28094	2098
1861	28111	2083
1862	28127	2068
1863	28141	2053
1864	28156	2038
1865	28170	2022
1866	28182	2007
1867	28199	1992
1868	28212	1977
1869	28227	1962
1870	28243	1947
1871	28258	1932
1872	28272	1917
1873	28286	1901
1874	28300	1886
1875	28313	1871
1876	28327	1856
1877	28344	1841
1878	28359	1826
1879	28375	1811
1880	28388	1796
1881	28405	1781
1882	28420	1765
1883	28435	1750
1884	28450	1735
1885	28464	1720
1886	28478	1705
1887	28492	1690
1888	28507	1675
1889	28522	1660
1890	28538	1644
1891	28554	1629
1892	28567	1614
1893	28584	1599
1894	28598	1584
1895	28615	1569
1896	28630	1554
1897	28646	1539
1898	28660	1524
1899	28677	1509
1900	28691	1494
1901	28707	1479
1902	28723	1464
1903	28738	1449
1904	28753	1433
1905	28767	1418
1906	28782	1403
1907	28796	1388
1908	28812	1373
1909	28828	1358
1910	28843	1343
1911	28859	1328
1912	28874	1313
1913	28890	1298
1914	28905	1283
1915	28919	1267
1916	28932	1252
1917	28948	1237
1918	28963	1222
1919	28978	1207
1920	28994	1192
1921	29008	1177
1922	29023	1162
1923	29037	1147
1924	29052	1131
1925	29067	1116
1926	29084	1101
1927	29098	1086
1928	29111	1071
1929	29141	1056
1930	29155	1041
1931	29171	1026
1932	29186	1011
1933	29201	996
1934	29219	981
1935	29235	966
1936	29250	951
1937	29269	936
1938	29285	921
1939	29300	906
1940	29316	891
1941	29331	876
1942	29344	860
1943	29360	845
1944	29375	830
1945	29390	815
1946	29404	800
1947	29418	785
1948	29431	770
1949	29448	755
1950	29464	740
1951	29477	724
1952	29491	709
1953	29504	694
1954	29518	679
1955	29533	664
1956	29546	649
1957	29560	634
1958	29574	618
1959	29587	603
1960	29601	588
1961	29617	573
1962	29631	558
1963	29645	543
1964	29659	528
1965	29674	513
1966	29688	498
1967	29706	483
1968	29721	467
1969	29734	452
1970	29749	437
1971	29764	422
1972	29777	407
1973	29792	392
1974	29806	377
1975	29821	362
1976	29837	347
1977	29850	332
1978	29866	316
1979	29881	301
1980	29898	286
1981	29912	271
1982	29926	256
1983	29942	241
1984	29956	226
1985	29972	211
1986	29986	196
1987	30001	181
1988	30015	165
1989	30031	150
1990	30048	135
1991	30062	120
1992	30077	105
1993	30092	90
1994	30106	75
1995	30121	60
1996	30135	45
1997	30150	30
1998	30165	15
1999	30178	0
